Loyalty Number,Cluster,Persona,Recency (Months),Total Flights,Distance,Points Redeemed,Salary
669978,4,Active Points Hoarders,0,42,68235,992,90889.0
741428,2,Occasional / Declining Flyers,0,29,39227,464,61302.0
942926,2,Occasional / Declining Flyers,2,25,32583,379,74847.0
132320,4,Active Points Hoarders,0,28,48847,0,80720.0
930887,1,Inactive / Zero Flights,999,0,0,0,80720.0
545541,2,Occasional / Declining Flyers,0,24,42418,538,83672.0
397104,2,Occasional / Declining Flyers,2,22,32598,521,63032.0
913949,0,High-Value Redeemers,0,46,65654,1272,63032.0
144879,4,Active Points Hoarders,0,36,56108,0,69406.0
113694,0,High-Value Redeemers,0,53,88235,2774,73455.0
895725,0,High-Value Redeemers,1,48,56591,1224,74375.0
443970,2,Occasional / Declining Flyers,0,10,14490,510,63517.0
100642,4,Active Points Hoarders,1,36,53386,502,51667.0
646262,3,Legacy High-Income Churned,999,0,0,0,244110.0
257509,1,Inactive / Zero Flights,999,0,0,0,81253.0
355491,4,Active Points Hoarders,0,64,75010,548,60805.0
643362,2,Occasional / Declining Flyers,13,18,24423,0,54227.0
936547,4,Active Points Hoarders,0,36,45592,587,56741.0
980414,4,Active Points Hoarders,1,33,62951,376,56741.0
335371,4,Active Points Hoarders,0,42,72536,449,87954.0
606455,4,Active Points Hoarders,0,38,60718,1049,87954.0
937638,0,High-Value Redeemers,0,33,50156,1503,73455.0
724599,3,Legacy High-Income Churned,999,0,0,0,211230.0
307740,3,Legacy High-Income Churned,0,29,36230,342,269707.0
238753,4,Active Points Hoarders,2,45,73371,968,79329.0
302467,2,Occasional / Declining Flyers,2,27,41315,639,79329.0
573954,0,High-Value Redeemers,2,33,51970,1162,79329.0
825490,4,Active Points Hoarders,1,31,56935,0,79329.0
993986,0,High-Value Redeemers,1,27,34487,1557,79329.0
342836,2,Occasional / Declining Flyers,2,18,28835,0,104125.0
554487,0,High-Value Redeemers,0,31,41664,1843,104125.0
374984,0,High-Value Redeemers,0,36,35957,1384,55983.0
607993,2,Occasional / Declining Flyers,13,10,18304,521,70540.0
918478,0,High-Value Redeemers,0,42,58358,1659,73455.0
541751,2,Occasional / Declining Flyers,0,29,40487,0,73455.0
638804,0,High-Value Redeemers,1,29,36326,1381,47937.0
266968,4,Active Points Hoarders,1,45,60434,0,73455.0
210630,0,High-Value Redeemers,1,46,69702,1735,73455.0
439696,2,Occasional / Declining Flyers,1,23,30209,501,54659.0
449654,4,Active Points Hoarders,1,44,59856,785,73455.0
615251,4,Active Points Hoarders,0,41,73534,899,73455.0
947099,0,High-Value Redeemers,0,25,34442,1291,77118.0
506400,4,Active Points Hoarders,0,60,71660,0,72820.0
832625,4,Active Points Hoarders,1,34,55195,870,70329.0
153146,4,Active Points Hoarders,1,51,76952,501,50663.0
239027,0,High-Value Redeemers,0,43,60094,3105,50663.0
792795,0,High-Value Redeemers,0,36,62453,1400,50663.0
821043,4,Active Points Hoarders,0,46,66185,487,50663.0
360732,2,Occasional / Declining Flyers,1,1,917,376,83431.0
183716,4,Active Points Hoarders,0,34,49036,532,73455.0
456716,0,High-Value Redeemers,0,45,61048,1804,73455.0
111788,0,High-Value Redeemers,4,65,95902,1356,53537.0
452725,0,High-Value Redeemers,0,35,48152,2035,73455.0
714316,3,Legacy High-Income Churned,1,54,86526,1821,363189.0
894111,4,Active Points Hoarders,0,45,57723,619,73455.0
410347,0,High-Value Redeemers,1,43,53124,1971,67193.0
485674,0,High-Value Redeemers,0,48,76455,1425,64661.0
833801,4,Active Points Hoarders,0,38,64210,388,71134.0
968671,0,High-Value Redeemers,1,38,45252,1369,71134.0
240143,2,Occasional / Declining Flyers,1,13,21681,0,61515.0
926250,4,Active Points Hoarders,0,38,49231,314,89566.0
167670,1,Inactive / Zero Flights,999,0,0,0,65742.0
958059,4,Active Points Hoarders,0,47,70160,603,73455.0
138449,1,Inactive / Zero Flights,999,0,0,0,47523.0
702005,4,Active Points Hoarders,0,41,64795,410,84852.0
831644,2,Occasional / Declining Flyers,0,7,9526,0,51956.0
547355,0,High-Value Redeemers,1,27,39834,1591,66223.0
934577,1,Inactive / Zero Flights,999,0,0,0,47555.0
603674,0,High-Value Redeemers,0,38,56707,1551,73455.0
738204,0,High-Value Redeemers,0,41,55610,1614,65076.0
884844,0,High-Value Redeemers,0,43,62604,1728,55002.0
871739,2,Occasional / Declining Flyers,19,7,13538,0,66250.0
800571,0,High-Value Redeemers,0,39,53602,1599,72667.0
315848,4,Active Points Hoarders,0,44,61583,300,47237.0
847357,4,Active Points Hoarders,0,42,59885,850,48956.0
395511,4,Active Points Hoarders,0,35,58188,394,70454.0
387523,4,Active Points Hoarders,0,34,49182,403,103948.0
631200,2,Occasional / Declining Flyers,5,22,35957,1170,103948.0
324364,4,Active Points Hoarders,2,32,52978,928,73455.0
879601,2,Occasional / Declining Flyers,0,28,41629,311,73455.0
995128,4,Active Points Hoarders,0,45,57505,425,73455.0
617516,0,High-Value Redeemers,1,28,29319,1446,68285.0
958491,0,High-Value Redeemers,0,49,75321,1385,68285.0
226924,4,Active Points Hoarders,0,47,70730,0,76573.0
871188,2,Occasional / Declining Flyers,4,10,19341,569,73455.0
206328,4,Active Points Hoarders,2,32,59244,417,87259.0
303207,2,Occasional / Declining Flyers,0,27,42982,0,87259.0
615854,4,Active Points Hoarders,1,46,75223,530,87259.0
833547,2,Occasional / Declining Flyers,2,2,3786,0,87259.0
428376,4,Active Points Hoarders,0,33,45944,919,52904.0
383954,2,Occasional / Declining Flyers,9,16,22729,0,70883.0
298681,0,High-Value Redeemers,0,35,48788,1399,56183.0
597300,4,Active Points Hoarders,0,36,47705,432,70159.0
445024,4,Active Points Hoarders,2,37,35188,430,96564.0
637453,1,Inactive / Zero Flights,999,0,0,0,73455.0
980915,4,Active Points Hoarders,0,29,45916,1025,73455.0
331995,2,Occasional / Declining Flyers,17,6,10232,0,95061.0
779977,2,Occasional / Declining Flyers,5,29,36939,0,95061.0
877488,0,High-Value Redeemers,2,43,73378,1434,95061.0
326703,2,Occasional / Declining Flyers,0,11,11305,0,55104.0
363864,3,Legacy High-Income Churned,1,31,43513,0,168331.0
973921,4,Active Points Hoarders,2,30,47195,725,71559.0
661193,4,Active Points Hoarders,0,37,45459,507,73360.0
824360,4,Active Points Hoarders,0,27,46830,636,73360.0
614721,0,High-Value Redeemers,0,41,66376,1704,84147.0
843836,0,High-Value Redeemers,3,29,53848,1334,104907.0
412284,2,Occasional / Declining Flyers,1,24,38994,445,72026.0
564449,4,Active Points Hoarders,1,32,56793,696,73455.0
999589,2,Occasional / Declining Flyers,0,23,38001,610,73455.0
700356,3,Legacy High-Income Churned,0,10,17784,0,243021.0
394078,2,Occasional / Declining Flyers,0,21,34374,0,56468.0
245307,2,Occasional / Declining Flyers,0,7,6287,395,73455.0
452985,2,Occasional / Declining Flyers,17,10,17642,0,73455.0
745080,1,Inactive / Zero Flights,999,0,0,0,73455.0
285411,2,Occasional / Declining Flyers,0,27,43998,0,99860.0
322733,0,High-Value Redeemers,0,32,38469,1069,99860.0
479278,4,Active Points Hoarders,2,41,66280,927,73455.0
123060,4,Active Points Hoarders,1,51,92298,423,58178.0
980935,4,Active Points Hoarders,0,29,50414,0,58178.0
364908,4,Active Points Hoarders,1,47,57710,406,53024.0
610482,2,Occasional / Declining Flyers,10,22,36831,772,47256.0
166475,0,High-Value Redeemers,1,32,48092,1358,67445.0
352101,0,High-Value Redeemers,0,39,57606,1966,67445.0
387570,0,High-Value Redeemers,0,41,54140,1646,67445.0
434621,4,Active Points Hoarders,0,36,64417,861,67445.0
815834,4,Active Points Hoarders,0,51,72083,1006,67445.0
901478,1,Inactive / Zero Flights,999,0,0,0,67445.0
294634,4,Active Points Hoarders,0,42,59849,974,68031.0
538949,2,Occasional / Declining Flyers,0,20,33078,535,58479.0
674394,0,High-Value Redeemers,0,39,59153,1837,58479.0
664737,4,Active Points Hoarders,1,40,54187,852,90311.0
225656,2,Occasional / Declining Flyers,0,3,4351,0,73455.0
168641,1,Inactive / Zero Flights,999,0,0,0,86366.0
725580,2,Occasional / Declining Flyers,0,4,4004,416,71787.0
243153,1,Inactive / Zero Flights,999,0,0,0,81585.0
736389,4,Active Points Hoarders,0,29,56708,457,82894.0
237094,4,Active Points Hoarders,0,85,139596,552,98937.0
719383,4,Active Points Hoarders,1,40,54853,778,83735.0
252419,0,High-Value Redeemers,0,37,47890,1982,61259.0
471662,0,High-Value Redeemers,0,38,68029,2047,73455.0
345841,0,High-Value Redeemers,0,37,59473,1584,77473.0
266953,2,Occasional / Declining Flyers,0,22,26244,0,51935.0
760176,4,Active Points Hoarders,0,32,44143,0,81908.0
610860,1,Inactive / Zero Flights,999,0,0,0,85084.0
612510,0,High-Value Redeemers,0,47,69642,1217,85084.0
468522,1,Inactive / Zero Flights,999,0,0,0,85265.0
189707,2,Occasional / Declining Flyers,2,19,26709,1346,73455.0
142511,0,High-Value Redeemers,0,25,42766,1103,65620.0
248593,4,Active Points Hoarders,0,43,79040,509,58421.0
419570,0,High-Value Redeemers,0,44,77304,1266,58421.0
279221,0,High-Value Redeemers,0,35,57037,1192,58127.0
650621,0,High-Value Redeemers,2,31,39460,1736,75294.0
967032,2,Occasional / Declining Flyers,1,17,31547,0,52436.0
209675,0,High-Value Redeemers,0,28,43912,1265,81391.0
888649,0,High-Value Redeemers,0,39,52252,1110,91721.0
466754,2,Occasional / Declining Flyers,0,22,37684,0,57117.0
994763,2,Occasional / Declining Flyers,0,20,32522,939,73455.0
789444,0,High-Value Redeemers,0,40,61225,3019,73455.0
615054,2,Occasional / Declining Flyers,7,29,31695,487,76602.0
324066,2,Occasional / Declining Flyers,1,9,14059,0,73455.0
834550,0,High-Value Redeemers,1,29,37442,2002,73455.0
335671,4,Active Points Hoarders,0,47,72997,960,73455.0
997741,2,Occasional / Declining Flyers,3,17,21134,462,73455.0
322451,4,Active Points Hoarders,0,37,54255,797,89521.0
967150,4,Active Points Hoarders,0,35,49192,878,89521.0
486956,4,Active Points Hoarders,0,39,50258,399,51468.0
288451,2,Occasional / Declining Flyers,10,4,2881,355,63708.0
598799,0,High-Value Redeemers,0,42,69581,1458,57954.0
420508,4,Active Points Hoarders,5,30,38659,1001,61334.0
355775,0,High-Value Redeemers,0,29,49116,2341,97547.0
394196,2,Occasional / Declining Flyers,0,15,11685,0,54938.0
718029,4,Active Points Hoarders,1,50,72849,1136,54938.0
518061,4,Active Points Hoarders,0,38,70465,942,91066.0
899871,4,Active Points Hoarders,0,40,43418,447,68760.0
995333,4,Active Points Hoarders,0,38,55056,316,77464.0
455866,4,Active Points Hoarders,1,45,65381,891,74135.0
663719,0,High-Value Redeemers,1,34,35357,2301,74135.0
704967,0,High-Value Redeemers,0,34,58587,1765,74135.0
546796,0,High-Value Redeemers,0,51,86534,1303,69708.0
169253,2,Occasional / Declining Flyers,1,9,12903,454,73455.0
459737,4,Active Points Hoarders,0,37,52478,0,73455.0
831424,2,Occasional / Declining Flyers,4,17,26445,0,57729.0
598364,4,Active Points Hoarders,2,35,37308,424,68532.0
351367,4,Active Points Hoarders,2,36,43579,0,73455.0
526822,4,Active Points Hoarders,5,44,64736,0,92853.0
504403,2,Occasional / Declining Flyers,1,26,28347,384,83703.0
945485,0,High-Value Redeemers,1,43,71133,2558,83703.0
373374,4,Active Points Hoarders,2,28,48385,0,73455.0
655039,2,Occasional / Declining Flyers,0,4,4409,0,77340.0
842641,4,Active Points Hoarders,0,36,52970,694,54990.0
205698,0,High-Value Redeemers,0,42,63643,2355,48536.0
348202,4,Active Points Hoarders,0,38,59521,439,73455.0
709869,2,Occasional / Declining Flyers,0,11,14613,0,73455.0
339151,0,High-Value Redeemers,0,40,57987,1875,46720.0
438822,4,Active Points Hoarders,0,40,59294,758,53594.0
844125,0,High-Value Redeemers,0,43,72322,1184,73455.0
298817,4,Active Points Hoarders,1,32,52777,766,84597.0
273052,4,Active Points Hoarders,0,27,47504,405,82735.0
975298,4,Active Points Hoarders,0,44,67651,0,73455.0
233051,3,Legacy High-Income Churned,999,0,0,0,210090.0
618226,3,Legacy High-Income Churned,1,13,22590,0,210090.0
875796,3,Legacy High-Income Churned,1,10,13837,1000,210090.0
870574,0,High-Value Redeemers,0,29,44530,1132,81104.0
644251,4,Active Points Hoarders,0,45,59778,1110,73455.0
369569,4,Active Points Hoarders,0,61,99114,960,73455.0
300867,2,Occasional / Declining Flyers,0,5,5716,0,73455.0
244865,0,High-Value Redeemers,0,31,51764,1204,62044.0
379629,0,High-Value Redeemers,0,41,62771,1398,62044.0
332387,0,High-Value Redeemers,2,38,61377,1267,60776.0
428452,3,Legacy High-Income Churned,0,5,10745,0,298851.0
167795,0,High-Value Redeemers,0,48,71685,1212,83257.0
182272,0,High-Value Redeemers,0,37,51437,1242,57975.0
262613,0,High-Value Redeemers,0,33,55781,1158,57975.0
293212,4,Active Points Hoarders,1,37,67926,0,57975.0
567227,4,Active Points Hoarders,3,42,73347,872,73455.0
665890,0,High-Value Redeemers,0,48,75311,1399,73455.0
204763,4,Active Points Hoarders,0,34,56515,786,111868.0
691259,4,Active Points Hoarders,3,34,62819,0,73314.0
205170,0,High-Value Redeemers,0,35,58568,1119,100995.0
462337,2,Occasional / Declining Flyers,5,18,17473,0,51583.0
677435,0,High-Value Redeemers,3,34,56963,1608,65177.0
499132,4,Active Points Hoarders,0,34,63092,431,73455.0
482777,2,Occasional / Declining Flyers,1,4,4812,0,48423.0
818597,4,Active Points Hoarders,3,33,35436,883,73455.0
498632,0,High-Value Redeemers,0,47,66880,2765,84910.0
422152,4,Active Points Hoarders,0,53,86464,904,84117.0
644652,4,Active Points Hoarders,0,58,74408,491,70975.0
182749,0,High-Value Redeemers,0,44,74938,2068,73455.0
377858,1,Inactive / Zero Flights,999,0,0,0,73455.0
602086,2,Occasional / Declining Flyers,13,22,29406,0,58005.0
209021,4,Active Points Hoarders,1,32,42852,0,74672.0
906848,4,Active Points Hoarders,0,49,78598,1124,74672.0
593277,2,Occasional / Declining Flyers,0,24,31499,0,73455.0
100364,4,Active Points Hoarders,0,33,45955,559,76849.0
392402,0,High-Value Redeemers,0,40,59995,1289,76849.0
504545,3,Legacy High-Income Churned,1,11,17369,0,206392.0
909020,4,Active Points Hoarders,0,32,41804,514,79931.0
171264,4,Active Points Hoarders,0,46,74031,1051,73455.0
273213,4,Active Points Hoarders,2,42,63373,449,88879.0
902833,1,Inactive / Zero Flights,999,0,0,0,88879.0
714825,4,Active Points Hoarders,1,32,55479,669,64035.0
363314,4,Active Points Hoarders,4,33,48481,813,100181.0
377288,0,High-Value Redeemers,1,48,69347,1209,100181.0
487799,4,Active Points Hoarders,0,51,77703,535,54858.0
128007,0,High-Value Redeemers,2,48,66231,1987,95606.0
751628,0,High-Value Redeemers,1,33,52544,1542,73455.0
359466,0,High-Value Redeemers,0,43,73014,1552,83662.0
278822,4,Active Points Hoarders,0,39,53819,360,73455.0
260452,0,High-Value Redeemers,0,37,53099,2272,91030.0
694828,4,Active Points Hoarders,0,36,57329,537,44092.0
921130,4,Active Points Hoarders,0,45,69492,362,44092.0
926609,4,Active Points Hoarders,0,33,50243,1047,44092.0
397787,2,Occasional / Declining Flyers,5,15,29115,0,73129.0
607752,1,Inactive / Zero Flights,999,0,0,0,73129.0
856483,2,Occasional / Declining Flyers,0,20,32810,862,73455.0
653015,2,Occasional / Declining Flyers,1,25,39933,497,57762.0
677335,4,Active Points Hoarders,0,58,68868,668,87312.0
437737,0,High-Value Redeemers,0,42,72819,2136,73455.0
797398,2,Occasional / Declining Flyers,5,23,31300,1070,71131.0
525129,0,High-Value Redeemers,0,54,75946,2108,73455.0
418910,4,Active Points Hoarders,0,41,52306,526,73455.0
430413,4,Active Points Hoarders,0,37,60245,0,62298.0
893555,2,Occasional / Declining Flyers,22,1,563,0,73455.0
193665,4,Active Points Hoarders,1,36,58384,400,57622.0
659454,1,Inactive / Zero Flights,999,0,0,0,73455.0
732009,0,High-Value Redeemers,0,34,48555,1116,102982.0
792695,0,High-Value Redeemers,0,28,48446,1777,102982.0
851986,4,Active Points Hoarders,1,33,45923,566,102982.0
298869,0,High-Value Redeemers,0,30,42515,2694,64704.0
770702,2,Occasional / Declining Flyers,0,4,3916,0,67991.0
641642,2,Occasional / Declining Flyers,0,19,19515,1346,73455.0
724979,2,Occasional / Declining Flyers,8,18,28355,875,92032.0
272672,0,High-Value Redeemers,0,39,60623,1220,73455.0
728818,2,Occasional / Declining Flyers,15,26,41379,0,95167.0
256821,2,Occasional / Declining Flyers,6,8,12242,850,69872.0
546037,1,Inactive / Zero Flights,999,0,0,0,82755.0
930489,4,Active Points Hoarders,0,28,52400,832,97887.0
302186,4,Active Points Hoarders,0,35,50050,625,73455.0
313437,2,Occasional / Declining Flyers,4,15,19064,1389,100827.0
476371,2,Occasional / Declining Flyers,0,12,18079,0,100827.0
378827,0,High-Value Redeemers,0,41,55550,1593,80218.0
996349,4,Active Points Hoarders,0,32,49619,1034,56015.0
176166,0,High-Value Redeemers,2,43,64696,1334,73455.0
982059,4,Active Points Hoarders,0,33,52185,751,84345.0
300870,4,Active Points Hoarders,0,50,74952,770,100978.0
127241,2,Occasional / Declining Flyers,0,11,17369,0,70418.0
800499,0,High-Value Redeemers,1,37,55992,1097,72526.0
340156,1,Inactive / Zero Flights,999,0,0,0,63594.0
166938,0,High-Value Redeemers,0,34,59604,1166,47695.0
840667,4,Active Points Hoarders,1,40,64359,983,47970.0
515667,0,High-Value Redeemers,0,50,68429,1205,86515.0
534805,2,Occasional / Declining Flyers,0,8,13079,0,73455.0
581260,4,Active Points Hoarders,3,32,45230,0,79976.0
428843,4,Active Points Hoarders,1,35,61661,824,83123.0
562588,2,Occasional / Declining Flyers,1,9,14331,0,79745.0
148216,2,Occasional / Declining Flyers,1,18,28557,0,61070.0
161774,1,Inactive / Zero Flights,999,0,0,0,61070.0
741031,4,Active Points Hoarders,0,48,69780,415,61070.0
486933,2,Occasional / Declining Flyers,4,20,22373,426,60228.0
495942,4,Active Points Hoarders,1,32,48594,407,60228.0
877346,2,Occasional / Declining Flyers,0,3,4230,0,67179.0
989134,4,Active Points Hoarders,0,43,65194,498,92927.0
533157,0,High-Value Redeemers,3,38,61627,1898,74153.0
745729,4,Active Points Hoarders,0,53,82582,473,81243.0
841296,2,Occasional / Declining Flyers,22,2,1072,0,87992.0
366894,0,High-Value Redeemers,0,39,50211,2423,99573.0
747759,2,Occasional / Declining Flyers,2,29,42225,0,88513.0
208630,1,Inactive / Zero Flights,999,0,0,0,56220.0
492700,2,Occasional / Declining Flyers,21,5,7785,0,55783.0
701485,4,Active Points Hoarders,0,42,61348,0,55783.0
937127,2,Occasional / Declining Flyers,0,30,39502,0,82566.0
582843,2,Occasional / Declining Flyers,0,3,7092,0,78196.0
561520,0,High-Value Redeemers,0,47,69387,1563,80902.0
998061,2,Occasional / Declining Flyers,0,4,6527,0,56460.0
475313,1,Inactive / Zero Flights,999,0,0,0,55144.0
687199,4,Active Points Hoarders,1,57,83578,1147,64726.0
692291,1,Inactive / Zero Flights,999,0,0,0,58700.0
598706,4,Active Points Hoarders,9,28,43201,486,81762.0
892068,4,Active Points Hoarders,0,34,44565,585,83349.0
409603,4,Active Points Hoarders,1,31,37685,548,73455.0
407411,4,Active Points Hoarders,0,37,55822,0,73455.0
943425,2,Occasional / Declining Flyers,0,7,9428,0,101436.0
214995,4,Active Points Hoarders,1,35,37013,907,59621.0
847312,2,Occasional / Declining Flyers,1,9,19424,1140,22313.0
304131,4,Active Points Hoarders,0,32,50227,0,75886.0
228469,1,Inactive / Zero Flights,999,0,0,0,63605.0
346925,4,Active Points Hoarders,0,32,49212,505,48085.0
831545,2,Occasional / Declining Flyers,2,12,21528,0,64128.0
557138,4,Active Points Hoarders,1,59,101322,489,75513.0
451391,4,Active Points Hoarders,0,36,50813,383,61775.0
412480,2,Occasional / Declining Flyers,0,5,9846,0,89067.0
482402,4,Active Points Hoarders,0,39,61364,1071,80331.0
715817,0,High-Value Redeemers,5,43,60909,3013,80331.0
238796,2,Occasional / Declining Flyers,0,25,36073,391,102644.0
154868,4,Active Points Hoarders,0,64,91696,0,53268.0
766886,2,Occasional / Declining Flyers,0,30,42435,0,94550.0
724414,4,Active Points Hoarders,0,37,52218,538,49778.0
341867,0,High-Value Redeemers,0,32,45087,1478,40260.0
746807,4,Active Points Hoarders,1,37,67355,838,91801.0
807570,4,Active Points Hoarders,0,57,82359,1112,91801.0
617008,4,Active Points Hoarders,0,31,48116,386,85867.0
394213,2,Occasional / Declining Flyers,11,10,14446,687,55590.0
863019,4,Active Points Hoarders,0,44,68312,915,53785.0
961650,2,Occasional / Declining Flyers,21,7,9031,0,88374.0
701792,2,Occasional / Declining Flyers,13,14,16186,605,60926.0
516519,4,Active Points Hoarders,0,63,89442,0,73455.0
771880,2,Occasional / Declining Flyers,0,3,6157,0,59450.0
906262,0,High-Value Redeemers,0,34,45557,2018,59450.0
916713,4,Active Points Hoarders,2,46,76179,1068,61750.0
290395,4,Active Points Hoarders,0,45,61531,391,63094.0
800433,2,Occasional / Declining Flyers,0,22,38029,0,79108.0
637687,0,High-Value Redeemers,0,33,54992,1779,51795.0
168302,2,Occasional / Declining Flyers,0,6,4889,0,60094.0
230840,2,Occasional / Declining Flyers,0,27,36669,581,60094.0
366576,1,Inactive / Zero Flights,999,0,0,0,73455.0
375451,2,Occasional / Declining Flyers,1,11,17288,373,77046.0
665773,2,Occasional / Declining Flyers,2,3,3368,0,77046.0
197113,4,Active Points Hoarders,0,43,69180,0,68518.0
715555,2,Occasional / Declining Flyers,8,5,7094,348,49083.0
249833,2,Occasional / Declining Flyers,0,12,20215,596,80351.0
667341,4,Active Points Hoarders,1,31,43680,972,80351.0
487359,4,Active Points Hoarders,0,36,58082,926,46738.0
460934,4,Active Points Hoarders,1,38,72216,431,73455.0
491773,0,High-Value Redeemers,0,49,71597,1443,61307.0
841369,4,Active Points Hoarders,2,37,55400,495,61307.0
533213,2,Occasional / Declining Flyers,11,17,23288,0,80544.0
381651,3,Legacy High-Income Churned,1,48,79615,1518,189990.0
450735,4,Active Points Hoarders,2,37,58271,637,87804.0
607453,0,High-Value Redeemers,0,40,64683,1736,52805.0
943997,2,Occasional / Declining Flyers,1,14,25159,0,52805.0
351029,0,High-Value Redeemers,0,31,44671,1532,86124.0
386986,0,High-Value Redeemers,0,58,93931,1646,50298.0
817135,2,Occasional / Declining Flyers,0,6,11098,0,50298.0
115505,4,Active Points Hoarders,1,26,59434,0,-10605.0
346598,2,Occasional / Declining Flyers,3,25,41125,0,96790.0
285485,2,Occasional / Declining Flyers,0,17,22083,1073,88635.0
969165,4,Active Points Hoarders,1,38,45234,475,73455.0
428020,4,Active Points Hoarders,1,43,60993,490,81249.0
432298,4,Active Points Hoarders,0,55,78783,1093,79255.0
375105,0,High-Value Redeemers,1,35,50065,1405,55001.0
658861,0,High-Value Redeemers,0,49,81617,1338,77619.0
556649,0,High-Value Redeemers,0,35,50711,1368,73455.0
583003,2,Occasional / Declining Flyers,2,15,19276,1284,73455.0
430398,4,Active Points Hoarders,0,56,90648,979,-17534.0
327688,4,Active Points Hoarders,1,36,62894,484,91225.0
519796,0,High-Value Redeemers,1,34,51884,1377,91225.0
560714,0,High-Value Redeemers,0,21,31598,1493,73455.0
215260,0,High-Value Redeemers,1,27,45406,1606,76533.0
720146,4,Active Points Hoarders,3,35,55203,646,82347.0
757691,4,Active Points Hoarders,0,36,50906,1042,82347.0
854709,4,Active Points Hoarders,0,50,79451,556,82347.0
935235,0,High-Value Redeemers,1,42,70431,1486,82347.0
339819,4,Active Points Hoarders,2,31,46519,324,72646.0
910028,1,Inactive / Zero Flights,999,0,0,0,86500.0
241069,1,Inactive / Zero Flights,999,0,0,0,73455.0
257463,2,Occasional / Declining Flyers,6,8,11768,0,93684.0
468220,4,Active Points Hoarders,0,42,52319,811,93684.0
923766,1,Inactive / Zero Flights,999,0,0,0,79075.0
498897,2,Occasional / Declining Flyers,0,22,40387,477,72571.0
425567,0,High-Value Redeemers,4,29,44585,1100,73455.0
197491,1,Inactive / Zero Flights,999,0,0,0,53353.0
921278,0,High-Value Redeemers,0,40,64265,1627,53353.0
372175,2,Occasional / Declining Flyers,21,4,7848,0,72002.0
284866,4,Active Points Hoarders,0,51,73077,633,55009.0
629341,1,Inactive / Zero Flights,999,0,0,0,74609.0
764889,4,Active Points Hoarders,0,29,43119,608,72019.0
172757,0,High-Value Redeemers,0,50,82966,3229,103430.0
901550,0,High-Value Redeemers,1,31,39257,1512,77198.0
944124,4,Active Points Hoarders,3,48,85394,0,136794.0
535539,4,Active Points Hoarders,1,46,54924,949,53453.0
151010,2,Occasional / Declining Flyers,0,13,12766,0,60887.0
369638,1,Inactive / Zero Flights,999,0,0,0,61786.0
261109,4,Active Points Hoarders,1,51,62130,545,93206.0
332276,0,High-Value Redeemers,3,31,46673,1472,49654.0
481076,4,Active Points Hoarders,0,36,55001,1005,78976.0
375162,1,Inactive / Zero Flights,999,0,0,0,71101.0
493606,1,Inactive / Zero Flights,999,0,0,0,88321.0
404011,4,Active Points Hoarders,0,28,47565,459,69401.0
486880,1,Inactive / Zero Flights,999,0,0,0,69401.0
438199,4,Active Points Hoarders,3,29,44060,806,73455.0
159533,2,Occasional / Declining Flyers,0,3,6921,0,75520.0
597124,1,Inactive / Zero Flights,999,0,0,0,73455.0
777544,2,Occasional / Declining Flyers,0,19,22222,949,57984.0
912539,0,High-Value Redeemers,0,26,37455,1537,73455.0
240365,2,Occasional / Declining Flyers,22,5,8379,0,100558.0
541040,2,Occasional / Declining Flyers,8,13,15751,615,100558.0
706876,1,Inactive / Zero Flights,999,0,0,0,73455.0
142925,2,Occasional / Declining Flyers,0,10,15972,0,72409.0
510224,0,High-Value Redeemers,0,37,48173,2076,72409.0
677606,4,Active Points Hoarders,1,45,52725,1006,72409.0
678933,2,Occasional / Declining Flyers,1,29,36651,442,72409.0
684386,0,High-Value Redeemers,0,29,43068,1372,72409.0
349767,4,Active Points Hoarders,1,27,48237,0,86706.0
148486,0,High-Value Redeemers,0,30,54709,2010,97100.0
180380,0,High-Value Redeemers,0,57,73940,1221,97100.0
151399,4,Active Points Hoarders,1,36,62798,0,75346.0
208634,4,Active Points Hoarders,0,39,58486,354,80767.0
661487,4,Active Points Hoarders,1,35,52558,1043,80767.0
892723,4,Active Points Hoarders,0,35,53350,0,56578.0
201292,4,Active Points Hoarders,2,46,65695,1028,103118.0
259789,4,Active Points Hoarders,0,68,125796,600,28295.0
473563,2,Occasional / Declining Flyers,2,20,31434,0,66671.0
257880,2,Occasional / Declining Flyers,3,23,31997,479,80516.0
478127,4,Active Points Hoarders,0,35,43781,531,80516.0
826697,2,Occasional / Declining Flyers,21,2,1200,0,80516.0
844222,2,Occasional / Declining Flyers,13,9,9862,530,80516.0
338803,2,Occasional / Declining Flyers,0,15,21734,0,83645.0
136089,4,Active Points Hoarders,2,29,39230,1001,47595.0
246117,2,Occasional / Declining Flyers,0,9,12983,0,87109.0
179585,0,High-Value Redeemers,0,44,60036,1634,90849.0
255994,0,High-Value Redeemers,4,52,77352,1247,83303.0
289116,4,Active Points Hoarders,0,38,59027,0,73455.0
708458,4,Active Points Hoarders,0,36,42290,740,75781.0
777418,2,Occasional / Declining Flyers,4,21,27743,598,77304.0
876083,0,High-Value Redeemers,1,38,46528,1763,85892.0
982895,1,Inactive / Zero Flights,999,0,0,0,83997.0
210442,2,Occasional / Declining Flyers,1,26,34300,0,48410.0
334574,1,Inactive / Zero Flights,999,0,0,0,51978.0
457947,3,Legacy High-Income Churned,0,10,16039,742,205898.0
969653,3,Legacy High-Income Churned,10,21,25149,0,205898.0
407478,2,Occasional / Declining Flyers,20,8,12095,0,46887.0
