Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,Total Flights,Distance,Points Accumulated,Points Redeemed,Months Active,Last Flight Date,Recency (Months)
330515,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,70872.0,Married,Nova,5416.41,Standard,2013,2,,,31,46332,46332.0,1541,24,2018-11-30,1
664759,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,72078.0,Single,Nova,5417.74,Standard,2017,10,,,15,25362,25362.0,496,24,2018-10-31,2
693238,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,74046.0,Divorced,Nova,5418.15,Standard,2014,4,,,31,43185,43185.0,1135,24,2018-12-31,0
233991,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,63411.0,Married,Nova,5418.46,Standard,2012,7,,,22,32261,32261.0,877,24,2018-12-31,0
142950,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,85717.0,Married,Nova,5419.46,Standard,2012,10,,,37,51803,51803.0,1090,24,2018-12-31,0
579283,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,85717.0,Married,Nova,5419.46,Standard,2017,11,,,14,24778,24778.0,1039,24,2018-09-30,3
981201,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,50770.0,Divorced,Nova,5421.52,Standard,2016,1,,,38,69301,69301.0,1344,24,2018-10-31,2
874937,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,94119.0,Married,Nova,5423.14,Standard,2018,11,,,0,0,0.0,0,24,,999
650957,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,81237.0,Married,Nova,5424.26,Standard,2014,6,2015.0,2.0,0,0,0.0,0,24,,999
448147,Canada,Alberta,Edmonton,T9G 1W3,Male,College,73455.0,Married,Nova,5426.14,Standard,2014,5,,,27,36482,36482.0,724,24,2018-10-31,2
194200,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,86467.0,Married,Nova,5427.48,Standard,2015,3,,,25,37817,37817.0,2372,24,2018-12-31,0
652741,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,64859.0,Married,Star,6143.9,2018 Promotion,2018,2,,,42,43180,64770.0,0,11,2018-11-30,1
776736,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,53587.0,Married,Nova,5433.21,Standard,2016,10,,,36,56758,56758.0,0,24,2018-12-31,0
741700,Canada,Alberta,Edmonton,T9G 1W3,Female,College,73455.0,Single,Nova,5435.77,Standard,2012,9,,,20,34253,34253.0,1083,24,2018-10-31,2
380526,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,48985.0,Married,Nova,5437.91,Standard,2015,5,,,39,59089,59089.0,1837,24,2018-12-31,0
893909,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,70485.0,Married,Nova,5438.7,Standard,2018,6,,,31,48684,48684.0,570,24,2018-11-30,1
394167,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,73455.0,Single,Nova,5439.34,Standard,2014,8,,,36,51731,51731.0,1583,24,2018-12-31,0
340467,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,82534.0,Single,Nova,5439.36,Standard,2013,1,,,37,67381,67381.0,505,24,2018-12-31,0
374440,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,76943.0,Married,Nova,5439.8,Standard,2015,3,,,45,60760,60760.0,990,24,2018-11-30,1
787651,Canada,Alberta,Peace River,T9O 2W2,Male,Bachelor,76943.0,Married,Nova,5439.8,Standard,2018,11,,,0,0,0.0,0,24,,999
828959,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,94619.0,Married,Nova,5441.42,Standard,2015,6,,,31,41867,41867.0,577,24,2018-11-30,1
526765,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,62237.0,Married,Nova,5443.76,Standard,2017,3,,,49,73082,73082.0,374,24,2018-12-31,0
874161,Canada,British Columbia,Vancouver,V6E 3Z3,Male,High School or Below,79939.0,Single,Star,4605.04,2018 Promotion,2018,3,,,72,102799,154198.5,1990,11,2018-12-31,0
729762,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,83860.0,Married,Aurora,5059.99,2018 Promotion,2018,3,,,32,47046,70569.0,442,11,2018-12-31,0
545567,Canada,Manitoba,Winnipeg,R2C 0M5,Male,High School or Below,60802.0,Divorced,Nova,5445.37,Standard,2016,5,,,48,63611,63611.0,1051,24,2018-12-31,0
289516,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,72506.0,Single,Nova,5447.84,Standard,2012,11,,,31,41939,41939.0,351,24,2018-12-31,0
772532,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,70872.0,Married,Aurora,5416.41,2018 Promotion,2018,2,,,67,105832,158748.0,777,11,2018-11-30,1
686555,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,87804.0,Married,Nova,5450.57,Standard,2013,4,,,41,59704,59704.0,757,24,2018-12-31,0
491948,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,96716.0,Married,Nova,5452.17,Standard,2017,10,,,24,35629,35629.0,562,24,2018-12-31,0
914316,Canada,Quebec,Montreal,H2Y 2W2,Female,Doctor,144697.0,Married,Nova,5452.63,Standard,2014,12,,,52,74669,74669.0,1293,24,2018-12-31,0
453135,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,56653.0,Single,Nova,5453.71,Standard,2013,9,2018.0,12.0,49,80922,80922.0,1641,24,2018-11-30,1
639626,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,82740.0,Married,Nova,5453.71,Standard,2018,6,,,12,18213,18213.0,348,24,2018-12-31,0
800357,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,54485.0,Married,Nova,5453.86,Standard,2014,10,,,48,70415,70415.0,1476,24,2018-12-31,0
901758,Canada,Ontario,Toronto,M2M 7K8,Male,College,73455.0,Divorced,Nova,5454.89,Standard,2015,7,,,42,61782,61782.0,1461,24,2018-11-30,1
362855,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,101226.0,Married,Nova,5457.34,Standard,2016,10,,,40,58819,58819.0,571,24,2018-11-30,1
517729,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,65131.0,Married,Nova,5460.32,Standard,2017,3,,,24,37008,37008.0,769,24,2018-09-30,3
588657,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,65131.0,Married,Nova,5460.32,Standard,2015,2,,,37,56150,56150.0,1505,24,2018-12-31,0
275849,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,54979.0,Married,Nova,5460.37,Standard,2012,5,,,38,67952,67952.0,604,24,2018-12-31,0
760975,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,64327.0,Married,Nova,5463.91,Standard,2015,7,,,13,19837,19837.0,500,24,2018-08-31,4
908728,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,64327.0,Married,Nova,5463.91,Standard,2013,5,,,43,61650,61650.0,2188,24,2018-12-31,0
332082,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,71730.0,Married,Nova,5465.6,Standard,2015,4,,,40,64496,64496.0,1571,24,2018-12-31,0
738332,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,81006.0,Married,Nova,5469.54,Standard,2016,8,,,50,76514,76514.0,0,24,2018-12-31,0
886764,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,71792.0,Married,Nova,5470.06,Standard,2017,11,,,24,26831,26831.0,372,24,2018-12-31,0
915439,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,71792.0,Married,Nova,5470.06,Standard,2015,6,,,32,49247,49247.0,928,24,2018-08-31,4
993058,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,71792.0,Married,Nova,5470.06,Standard,2017,2,,,29,39441,39441.0,1518,24,2018-10-31,2
200960,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,50134.0,Married,Nova,5470.18,Standard,2014,9,,,46,69743,69743.0,1630,24,2018-12-31,0
744860,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,50134.0,Married,Nova,5470.18,Standard,2015,5,2018.0,1.0,22,42151,42151.0,389,24,2017-12-31,11
656487,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,100596.0,Divorced,Nova,5473.16,Standard,2018,11,,,46,72162,72162.0,0,24,2018-12-31,0
441155,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,96485.0,Married,Nova,5475.34,Standard,2014,5,,,26,29457,29457.0,1742,24,2018-09-30,3
680581,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,70117.0,Married,Nova,5476.53,Standard,2012,6,,,39,64107,64107.0,328,24,2018-12-31,0
114219,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,72888.0,Married,Nova,5479.56,Standard,2012,7,,,35,49604,49604.0,914,24,2018-12-31,0
606712,Canada,Ontario,Ottawa,K1G 4Z0,Female,Bachelor,72888.0,Married,Nova,5479.56,Standard,2014,10,2018.0,4.0,26,33126,33126.0,610,24,2018-01-31,10
793125,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,72888.0,Married,Nova,5479.56,Standard,2017,9,,,30,40660,40660.0,1294,24,2018-12-31,0
997008,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,72888.0,Married,Nova,5479.56,Standard,2012,10,,,0,0,0.0,0,24,,999
132337,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,74825.0,Single,Nova,5480.1,Standard,2014,1,,,30,42528,42528.0,0,24,2018-11-30,1
280796,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,66259.0,Divorced,Nova,5480.7,Standard,2014,5,,,45,66917,66917.0,1498,24,2018-12-31,0
564909,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,83711.0,Married,Nova,5481.5,Standard,2015,9,,,37,58860,58860.0,1439,24,2018-12-31,0
210770,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,89953.0,Married,Nova,5482.55,Standard,2015,11,,,32,53633,53633.0,0,24,2018-12-31,0
741842,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,66746.0,Married,Nova,5484.59,Standard,2012,7,,,34,44146,44146.0,1985,24,2018-11-30,1
928188,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,68114.0,Married,Nova,5490.78,Standard,2012,10,,,0,0,0.0,0,24,,999
674923,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,86255.0,Divorced,Nova,5492.39,Standard,2018,5,,,36,45653,45653.0,0,24,2018-11-30,1
336143,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,50613.0,Divorced,Nova,5495.18,Standard,2013,2,,,42,64854,64854.0,401,24,2018-12-31,0
801176,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,52489.0,Married,Nova,5497.66,Standard,2015,3,,,44,68962,68962.0,1041,24,2018-12-31,0
379281,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,76300.0,Married,Nova,5498.75,Standard,2017,8,,,16,26233,26233.0,0,24,2018-12-31,0
104739,Canada,Quebec,Montreal,H2T 9K8,Female,High School or Below,65565.0,Married,Nova,5498.94,Standard,2013,11,2014.0,7.0,0,0,0.0,0,24,,999
682707,Canada,British Columbia,Whistler,V6T 1Y8,Female,High School or Below,65565.0,Married,Nova,5498.94,Standard,2017,4,,,26,50414,50414.0,366,24,2018-12-31,0
924634,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,High School or Below,65565.0,Married,Nova,5498.94,Standard,2016,2,,,37,54222,54222.0,1672,24,2018-07-31,5
750955,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,96863.0,Married,Nova,5499.45,Standard,2014,4,,,27,29664,29664.0,0,24,2018-10-31,2
811140,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,96863.0,Married,Nova,5499.45,Standard,2018,9,,,5,5072,5072.0,0,24,2018-12-31,0
285909,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,57499.0,Married,Aurora,5671.93,2018 Promotion,2018,3,,,60,88128,132192.0,1227,11,2018-10-31,2
565841,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,57738.0,Married,Aurora,5874.82,2018 Promotion,2018,3,,,28,35702,53553.0,362,11,2018-10-31,2
870203,Canada,Quebec,Quebec City,G1B 3L5,Female,College,73455.0,Married,Nova,5502.73,Standard,2016,12,,,34,39516,39516.0,2956,24,2018-11-30,1
967035,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,88134.0,Married,Nova,5503.44,Standard,2013,6,,,53,82371,82371.0,1381,24,2018-12-31,0
359446,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,73455.0,Married,Nova,5504.14,Standard,2014,7,,,36,56788,56788.0,393,24,2018-12-31,0
576871,Canada,Ontario,Toronto,P5S 6R4,Male,College,73455.0,Married,Nova,5504.14,Standard,2016,11,,,28,41796,41796.0,1391,24,2018-11-30,1
821010,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,94934.0,Married,Nova,5505.06,Standard,2014,2,,,51,90255,90255.0,943,24,2018-11-30,1
966949,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,94934.0,Married,Nova,5505.06,Standard,2013,8,2014.0,4.0,0,0,0.0,0,24,,999
720465,Canada,Quebec,Quebec City,G1B 3L5,Female,Master,88120.0,Married,Nova,5505.17,Standard,2013,1,,,26,44976,44976.0,539,24,2018-09-30,3
122946,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,101984.0,Married,Nova,5505.69,Standard,2017,1,,,28,36462,36462.0,0,24,2018-08-31,4
474752,Canada,Ontario,Toronto,P1J 8T7,Male,College,73455.0,Married,Nova,5507.06,Standard,2014,10,,,37,54819,54819.0,1392,24,2018-11-30,1
888297,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,86759.0,Single,Nova,5507.16,Standard,2014,10,,,25,40879,40879.0,648,24,2018-10-31,2
286989,Canada,Quebec,Hull,J8Y 3Z5,Female,High School or Below,41779.0,Married,Nova,5507.24,Standard,2014,11,,,39,55897,55897.0,0,24,2018-11-30,1
857912,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Master,105829.0,Married,Aurora,5926.73,2018 Promotion,2018,2,2018.0,10.0,41,48805,73207.5,0,11,2018-09-30,3
363483,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,102170.0,Married,Nova,5508.32,Standard,2018,12,,,0,0,0.0,0,24,,999
689440,Canada,Alberta,Edmonton,T3G 6Y6,Female,College,73455.0,Single,Nova,5510.56,Standard,2017,12,,,21,23282,23282.0,1022,24,2018-12-31,0
154782,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,104755.0,Married,Nova,5510.97,Standard,2018,5,,,12,16149,16149.0,1008,24,2018-12-31,0
830223,Canada,Ontario,Toronto,M2P 4F6,Male,Bachelor,89735.0,Single,Nova,5511.49,Standard,2013,6,,,47,59022,59022.0,415,24,2018-12-31,0
908994,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,89735.0,Single,Nova,5511.49,Standard,2015,1,2015.0,9.0,0,0,0.0,0,24,,999
525188,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,87493.0,Divorced,Nova,5515.25,Standard,2013,12,,,33,46502,46502.0,1466,24,2018-09-30,3
137944,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,76248.0,Married,Nova,5517.2,Standard,2018,12,,,27,35041,35041.0,1087,24,2018-12-31,0
197578,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,76248.0,Married,Nova,5517.2,Standard,2012,9,,,30,37855,37855.0,1708,24,2018-12-31,0
604039,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,68791.0,Divorced,Nova,5519.08,Standard,2013,1,2016.0,7.0,0,0,0.0,0,24,,999
820454,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,68791.0,Divorced,Nova,5519.08,Standard,2014,7,,,29,43345,43345.0,699,24,2018-12-31,0
472695,Canada,Ontario,Toronto,P1J 8T7,Female,College,73455.0,Single,Nova,5521.54,Standard,2014,8,,,30,34135,34135.0,0,24,2018-11-30,1
644390,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,73455.0,Single,Nova,5521.54,Standard,2012,6,,,46,74667,74667.0,534,24,2018-12-31,0
878388,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,94551.0,Married,Nova,5522.52,Standard,2013,9,,,41,57105,57105.0,456,24,2018-12-31,0
837526,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,66278.0,Married,Nova,5522.77,Standard,2018,1,2018.0,9.0,13,26176,26176.0,530,24,2018-09-30,3
138908,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,83393.0,Married,Nova,5524.31,Standard,2013,10,,,42,72323,72323.0,0,24,2018-12-31,0
841957,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,83393.0,Married,Nova,5524.31,Standard,2014,11,2015.0,2.0,0,0,0.0,0,24,,999
597023,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,79336.0,Married,Nova,5525.47,Standard,2013,12,,,38,54923,54923.0,505,24,2018-08-31,4
226847,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,85643.0,Married,Nova,5525.84,Standard,2012,11,,,0,0,0.0,0,24,,999
199493,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,College,73455.0,Married,Nova,5527.99,Standard,2012,12,,,0,0,0.0,0,24,,999
618379,Canada,Yukon,Whitehorse,Y2K 6R0,Male,College,73455.0,Married,Nova,5528.08,Standard,2012,5,,,50,71314,71314.0,584,24,2018-08-31,4
125059,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,58314.0,Single,Nova,5528.21,Standard,2018,9,,,5,10614,10614.0,0,24,2018-11-30,1
254860,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,58314.0,Single,Nova,5528.21,Standard,2014,12,,,33,42440,42440.0,0,24,2018-12-31,0
405418,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,58314.0,Single,Nova,5528.21,Standard,2014,9,,,32,46601,46601.0,523,24,2018-12-31,0
936440,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,58314.0,Single,Nova,5528.21,Standard,2017,8,,,19,23476,23476.0,0,24,2018-11-30,1
404233,Canada,Alberta,Edmonton,T3G 6Y6,Male,High School or Below,51779.0,Married,Nova,5528.66,Standard,2014,10,,,35,43845,43845.0,1560,24,2018-10-31,2
256198,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,68565.0,Divorced,Nova,5531.72,Standard,2018,1,,,10,11834,11834.0,0,24,2018-12-31,0
110170,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,53189.0,Divorced,Nova,5532.46,Standard,2018,5,,,7,11198,11198.0,523,24,2018-12-31,0
159942,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,52192.0,Divorced,Nova,5532.63,Standard,2012,8,,,10,12944,12944.0,364,24,2017-04-30,20
671639,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,98651.0,Married,Nova,5532.75,Standard,2017,4,,,47,72336,72336.0,696,24,2018-12-31,0
873498,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,75642.0,Married,Nova,5532.86,Standard,2013,4,,,28,40985,40985.0,1461,24,2018-12-31,0
263612,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,48913.0,Married,Nova,5533.23,Standard,2016,12,2017.0,8.0,20,34802,34802.0,452,24,2017-08-31,15
230240,Canada,New Brunswick,Moncton,E1A 2A7,Female,Doctor,124154.0,Divorced,Nova,5534.57,Standard,2013,2,,,48,63396,63396.0,1503,24,2018-12-31,0
319012,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,91870.0,Single,Nova,5534.82,Standard,2017,7,,,33,50274,50274.0,0,24,2018-12-31,0
205371,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,90979.0,Married,Nova,5539.35,Standard,2016,8,,,39,59766,59766.0,1193,24,2018-12-31,0
618886,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,78925.0,Single,Nova,5543.8,Standard,2013,6,,,38,50240,50240.0,857,24,2018-10-31,2
140674,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,90168.0,Married,Nova,5544.91,Standard,2014,7,,,22,30375,30375.0,469,24,2018-12-31,0
731238,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,90168.0,Married,Nova,5544.91,Standard,2015,11,,,34,53677,53677.0,847,24,2018-12-31,0
233768,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,81518.0,Divorced,Nova,5548.03,Standard,2015,12,,,37,49456,49456.0,548,24,2018-10-31,2
461540,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,81518.0,Divorced,Nova,5548.03,Standard,2017,12,2018.0,8.0,14,22672,22672.0,1106,24,2018-08-31,4
721364,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,81518.0,Divorced,Nova,5548.03,Standard,2012,12,,,0,0,0.0,0,24,,999
918964,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,81518.0,Divorced,Nova,5548.03,Standard,2018,8,,,3,5009,5009.0,544,24,2018-12-31,0
950393,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,81518.0,Divorced,Nova,5548.03,Standard,2017,7,,,33,44195,44195.0,1719,24,2018-12-31,0
773973,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,77435.0,Married,Nova,5550.15,Standard,2016,2,,,30,38960,38960.0,1291,24,2018-11-30,1
301784,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,73523.0,Married,Nova,5551.39,Standard,2014,4,,,46,82649,82649.0,2220,24,2018-12-31,0
792898,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,58921.0,Divorced,Nova,5551.4,Standard,2016,2,,,34,48140,48140.0,2972,24,2018-12-31,0
441442,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,57526.0,Married,Nova,5552.33,Standard,2012,6,,,37,52964,52964.0,1426,24,2018-12-31,0
427444,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,68838.0,Divorced,Nova,5552.6,Standard,2018,1,,,13,18642,18642.0,0,24,2018-10-31,2
223643,Canada,Newfoundland,St. John's,A1C 6H9,Male,College,73455.0,Single,Nova,5553.36,Standard,2018,7,,,10,9259,9259.0,1075,24,2018-12-31,0
229621,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,70678.0,Married,Nova,5554.83,Standard,2017,4,,,39,49845,49845.0,446,24,2018-11-30,1
159751,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,69742.0,Married,Nova,5555.49,Standard,2014,5,,,42,72158,72158.0,0,24,2018-12-31,0
618731,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,86067.0,Single,Nova,5555.83,Standard,2016,4,,,37,48387,48387.0,717,24,2018-11-30,1
635162,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,86067.0,Single,Nova,5555.83,Standard,2012,4,,,21,35662,35662.0,0,24,2018-02-28,10
321795,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,103197.0,Married,Nova,5556.28,Standard,2013,3,,,21,28707,28707.0,960,24,2018-12-31,0
891931,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,74123.0,Divorced,Aurora,5979.72,2018 Promotion,2018,2,,,23,47005,70507.5,604,11,2018-12-31,0
336809,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,93064.0,Married,Nova,5557.93,Standard,2012,6,,,33,47742,47742.0,697,24,2018-12-31,0
835009,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,93064.0,Married,Nova,5557.93,Standard,2013,5,,,39,58073,58073.0,1367,24,2018-12-31,0
663062,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,73455.0,Married,Nova,5560.28,Standard,2015,4,,,25,33740,33740.0,928,24,2018-12-31,0
739820,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,75555.0,Married,Nova,5562.46,Standard,2012,9,,,38,66371,66371.0,1425,24,2018-10-31,2
254371,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,57809.0,Divorced,Nova,5563.77,Standard,2014,3,,,42,72331,72331.0,750,24,2018-11-30,1
218545,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,68372.0,Married,Nova,5564.74,Standard,2014,8,,,37,58236,58236.0,1316,24,2018-11-30,1
572015,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,65938.0,Married,Nova,5564.96,Standard,2014,4,,,38,51382,51382.0,1061,24,2018-12-31,0
168887,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,66041.0,Divorced,Aurora,6418.25,2018 Promotion,2018,2,,,48,74980,112470.0,562,11,2018-12-31,0
699962,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,69584.0,Married,Nova,5568.66,Standard,2012,5,,,43,64032,64032.0,401,24,2018-12-31,0
456128,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,83322.0,Married,Aurora,7462.93,2018 Promotion,2018,4,,,39,60592,90888.0,0,11,2018-12-31,0
603050,Canada,Ontario,Trenton,K8V 4B2,Female,College,73455.0,Single,Nova,5568.95,Standard,2017,2,2017.0,10.0,10,12821,12821.0,1219,24,2017-10-31,13
947711,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,73455.0,Single,Nova,5568.95,Standard,2016,11,,,45,64416,64416.0,754,24,2018-12-31,0
170321,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,71419.0,Married,Nova,5568.98,Standard,2014,4,,,31,49485,49485.0,1135,24,2018-12-31,0
154958,Canada,Nova Scotia,Halifax,B3C 2M8,Female,High School or Below,57844.0,Married,Nova,5575.2,Standard,2013,5,2015.0,3.0,0,0,0.0,0,24,,999
278054,Canada,Ontario,London,M5B 3E4,Female,Doctor,60775.0,Married,Nova,5577.67,Standard,2012,9,,,0,0,0.0,0,24,,999
723912,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,College,73455.0,Single,Aurora,9780.85,2018 Promotion,2018,2,,,75,118737,178105.5,680,11,2018-10-31,2
895921,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,83268.0,Single,Nova,5577.94,Standard,2012,5,,,51,76950,76950.0,2308,24,2018-10-31,2
386607,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,74263.0,Married,Nova,5580.82,Standard,2013,6,,,35,52300,52300.0,536,24,2018-11-30,1
618089,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,74263.0,Married,Nova,5580.82,Standard,2017,11,,,12,13979,13979.0,506,24,2018-12-31,0
218122,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,55617.0,Married,Nova,5583.83,Standard,2013,10,,,45,72772,72772.0,522,24,2018-12-31,0
498932,Canada,Ontario,Toronto,M8Y 4K8,Female,College,73455.0,Single,Nova,5585.31,Standard,2014,7,,,40,45697,45697.0,1484,24,2018-08-31,4
533302,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,73455.0,Single,Nova,5585.31,Standard,2012,8,,,41,60400,60400.0,2231,24,2018-12-31,0
