Loyalty Number,CLV,Churn_Probability,Risk_Level,Value_Segment,Revenue_At_Risk,Priority_Score,Recommended_Action,Communication_Channel,Action_Timeline
944243,9220.01,0.3948866,Low Risk,Premium,3640.85851973176,3640.85851973176,No Action Required,None,No Immediate Action
156980,14962.37,0.27159035,Low Risk,Premium,4063.635335928202,4063.635335928202,No Action Required,None,No Immediate Action
766091,6177.11,0.90487635,Critical Risk,Gold,5589.520758727788,5589.520758727788,Free Upgrade Voucher,Email + SMS,Within 24 Hours
765481,3561.04,0.116237044,Low Risk,Bronze,413.92476435661314,413.92476435661314,No Action Required,None,No Immediate Action
765518,2289.62,0.11382098,Low Risk,Bronze,260.60678652420637,260.60678652420637,No Action Required,None,No Immediate Action
157200,2509.51,0.11826297,Low Risk,Bronze,296.78210322834553,296.78210322834553,No Action Required,None,No Immediate Action
765542,3061.8,0.82348,Critical Risk,Bronze,2521.33109471798,2521.33109471798,Double Loyalty Points Campaign,App Notification,Within 24 Hours
765655,2540.41,0.21591032,Low Risk,Bronze,548.5007246339321,548.5007246339321,No Action Required,None,No Immediate Action
113656,11618.56,0.9999291,Critical Risk,Premium,11617.735901031494,11617.735901031494,Personal Relationship Manager Call,Phone Call,Within 24 Hours
765747,2396.19,0.25820863,Low Risk,Bronze,618.7169430363178,618.7169430363178,No Action Required,None,No Immediate Action
944261,4014.33,0.086223796,Low Risk,Silver,346.1307710368931,346.1307710368931,No Action Required,None,No Immediate Action
765428,7452.23,0.09597661,Low Risk,Gold,715.2397981397062,715.2397981397062,No Action Required,None,No Immediate Action
765793,2857.99,0.23137885,Low Risk,Bronze,661.2784490031004,661.2784490031004,No Action Required,None,No Immediate Action
765877,2736.94,0.09091701,Low Risk,Bronze,248.83441116288304,248.83441116288304,No Action Required,None,No Immediate Action
765924,12157.33,0.09156158,Low Risk,Premium,1113.1443216704577,1113.1443216704577,No Action Required,None,No Immediate Action
765955,9942.3,0.32061708,Low Risk,Premium,3187.6711918473243,3187.6711918473243,No Action Required,None,No Immediate Action
765973,4931.22,0.99993956,Critical Risk,Silver,4930.921961452961,4930.921961452961,Double Loyalty Points Campaign,App Notification,Within 24 Hours
157005,3890.87,0.09376336,Low Risk,Bronze,364.8210402082652,364.8210402082652,No Action Required,None,No Immediate Action
765989,3644.83,0.079201445,Low Risk,Bronze,288.675802719146,288.675802719146,No Action Required,None,No Immediate Action
766012,12877.78,0.9999335,Critical Risk,Premium,12876.923385739326,12876.923385739326,Personal Relationship Manager Call,Phone Call,Within 24 Hours
766024,7627.66,0.17824945,Low Risk,Gold,1359.626188634038,1359.626188634038,No Action Required,None,No Immediate Action
157092,9700.35,0.10269844,Low Risk,Premium,996.2107917878777,996.2107917878777,No Action Required,None,No Immediate Action
943553,6507.75,0.10677968,Low Risk,Gold,694.8954602815211,694.8954602815211,No Action Required,None,No Immediate Action
770362,4460.42,0.8111075,Critical Risk,Silver,3617.880187804699,3617.880187804699,Double Loyalty Points Campaign,App Notification,Within 24 Hours
770452,13736.13,0.1844629,Low Risk,Premium,2533.806442297697,2533.806442297697,No Action Required,None,No Immediate Action
774103,21205.38,0.05768726,Low Risk,Premium,1223.280273922831,1223.280273922831,No Action Required,None,No Immediate Action
774168,5181.62,0.17622519,Low Risk,Silver,913.131945142746,913.131945142746,No Action Required,None,No Immediate Action
154855,7851.35,0.1808526,Low Risk,Gold,1419.9371151261032,1419.9371151261032,No Action Required,None,No Immediate Action
774226,7507.46,0.11741053,Low Risk,Gold,881.4548810534179,881.4548810534179,No Action Required,None,No Immediate Action
774234,4869.6,0.07770048,Low Risk,Silver,378.3702613949776,378.3702613949776,No Action Required,None,No Immediate Action
774249,4502.98,0.9735686,Critical Risk,Silver,4383.960016821622,4383.960016821622,Double Loyalty Points Campaign,App Notification,Within 24 Hours
774272,2491.32,0.103018455,Low Risk,Bronze,256.6519378271699,256.6519378271699,No Action Required,None,No Immediate Action
154782,5510.97,0.28597486,Low Risk,Silver,1575.9988752686977,1575.9988752686977,No Action Required,None,No Immediate Action
113779,25640.24,0.16224566,Low Risk,Premium,4160.017687518597,4160.017687518597,No Action Required,None,No Immediate Action
943048,4175.95,0.09545942,Low Risk,Silver,398.63375036939976,398.63375036939976,No Action Required,None,No Immediate Action
774275,6334.47,0.25109062,Low Risk,Gold,1590.5259742560984,1590.5259742560984,No Action Required,None,No Immediate Action
774321,10408.97,0.120925866,Low Risk,Premium,1258.7137121196836,1258.7137121196836,No Action Required,None,No Immediate Action
774326,2725.36,0.07977687,Low Risk,Bronze,217.42068558335305,217.42068558335305,No Action Required,None,No Immediate Action
774386,3046.25,0.44270387,Medium Risk,Bronze,1348.5866728797555,1348.5866728797555,Targeted Email Campaign,None,Within 30 Days
774724,4605.04,0.1467323,Low Risk,Silver,675.7081131863594,675.7081131863594,No Action Required,None,No Immediate Action
154736,2619.48,0.09236395,Low Risk,Bronze,241.94552915096284,241.94552915096284,No Action Required,None,No Immediate Action
774931,19731.34,0.6355419,High Risk,Premium,12540.093626747132,12540.093626747132,Priority Lounge Access,Email,Within 7 Days
773986,9463.11,0.13509342,Low Risk,Premium,1278.4039007762076,1278.4039007762076,No Action Required,None,No Immediate Action
773973,5550.15,0.13250384,Low Risk,Silver,735.416172851622,735.416172851622,No Action Required,None,No Immediate Action
154864,4887.79,0.17314923,Low Risk,Silver,846.3170655953884,846.3170655953884,No Action Required,None,No Immediate Action
943056,2471.53,0.9999318,Critical Risk,Bronze,2471.3614720201494,2471.3614720201494,Double Loyalty Points Campaign,App Notification,Within 24 Hours
773397,6369.26,0.12912829,Low Risk,Gold,822.4516663965583,822.4516663965583,No Action Required,None,No Immediate Action
773418,15415.04,0.11639542,Low Risk,Premium,1794.2400755596161,1794.2400755596161,No Action Required,None,No Immediate Action
154958,5575.2,0.99993825,Critical Risk,Silver,5574.855729103088,5574.855729103088,Double Loyalty Points Campaign,App Notification,Within 24 Hours
773546,36707.43,0.11429498,Low Risk,Premium,4195.4751042171565,4195.4751042171565,No Action Required,None,No Immediate Action
773571,22658.54,0.85462487,Critical Risk,Premium,19364.5517438674,19364.5517438674,Personal Relationship Manager Call,Phone Call,Within 24 Hours
943068,3833.07,0.16786835,Low Risk,Bronze,643.4511209097504,643.4511209097504,No Action Required,None,No Immediate Action
773593,2315.09,0.99990857,Critical Risk,Bronze,2314.87832316041,2314.87832316041,Double Loyalty Points Campaign,App Notification,Within 24 Hours
773598,5484.59,0.21480931,Low Risk,Silver,1178.1410122708976,1178.1410122708976,No Action Required,None,No Immediate Action
775158,7179.23,0.70440626,High Risk,Gold,5057.094564347267,5057.094564347267,Priority Lounge Access,Email,Within 7 Days
154889,12176.01,0.93743414,Critical Risk,Premium,11414.207424840331,11414.207424840331,Personal Relationship Manager Call,Phone Call,Within 24 Hours
773676,2867.31,0.9041899,Critical Risk,Bronze,2592.592698192,2592.592698192,Double Loyalty Points Campaign,App Notification,Within 24 Hours
773739,8427.17,0.24133313,Low Risk,Gold,2033.7552880442142,2033.7552880442142,No Action Required,None,No Immediate Action
773805,3936.79,0.08270338,Low Risk,Bronze,325.58584634512664,325.58584634512664,No Action Required,None,No Immediate Action
773844,2472.47,0.80482197,Critical Risk,Bronze,1989.8981714153288,1989.8981714153288,Double Loyalty Points Campaign,App Notification,Within 24 Hours
154868,4723.45,0.30748084,Low Risk,Silver,1452.3703825548291,1452.3703825548291,No Action Required,None,No Immediate Action
773857,4770.55,0.99993944,Critical Risk,Silver,4770.261103510857,4770.261103510857,Double Loyalty Points Campaign,App Notification,Within 24 Hours
773865,13057.01,0.10446349,Low Risk,Premium,1363.9808056691288,1363.9808056691288,No Action Required,None,No Immediate Action
773943,2632.55,0.08367573,Low Risk,Bronze,220.28053576722743,220.28053576722743,No Action Required,None,No Immediate Action
773648,5741.7,0.096995376,Low Risk,Silver,556.9183506689966,556.9183506689966,No Action Required,None,No Immediate Action
773390,4879.38,0.13923332,Low Risk,Silver,679.3722815841437,679.3722815841437,No Action Required,None,No Immediate Action
775160,15552.4,0.108584404,Low Risk,Premium,1688.7480846405028,1688.7480846405028,No Action Required,None,No Immediate Action
154726,3712.43,0.9518483,Critical Risk,Bronze,3533.670288738608,3533.670288738608,Double Loyalty Points Campaign,App Notification,Within 24 Hours
776399,15114.4,0.9999037,Critical Risk,Premium,15112.944164276123,15112.944164276123,Personal Relationship Manager Call,Phone Call,Within 24 Hours
154643,4228.73,0.310289,Low Risk,Silver,1312.1283839592336,1312.1283839592336,No Action Required,None,No Immediate Action
776443,30141.62,0.12787047,Low Risk,Premium,3854.2231245642897,3854.2231245642897,No Action Required,None,No Immediate Action
942926,4883.81,0.22221346,Low Risk,Silver,1085.2483278264106,1085.2483278264106,No Action Required,None,No Immediate Action
776453,12547.43,0.1699364,Low Risk,Premium,2132.2651290263234,2132.2651290263234,No Action Required,None,No Immediate Action
154606,6189.99,0.2921965,Low Risk,Gold,1808.693488690853,1808.693488690853,No Action Required,None,No Immediate Action
776464,26462.76,0.081300594,Low Risk,Premium,2151.4381045666337,2151.4381045666337,No Action Required,None,No Immediate Action
776466,41787.9,0.38358286,Low Risk,Premium,16029.1222050637,16029.1222050637,No Action Required,None,No Immediate Action
154480,2735.47,0.14760211,Low Risk,Bronze,403.76114685386415,403.76114685386415,No Action Required,None,No Immediate Action
776547,25107.1,0.20008333,Low Risk,Premium,5023.5121815130115,5023.5121815130115,No Action Required,None,No Immediate Action
776613,3792.13,0.083073154,Low Risk,Bronze,315.0241998262704,315.0241998262704,No Action Required,None,No Immediate Action
776736,5433.21,0.13782525,Low Risk,Silver,748.8335299515725,748.8335299515725,No Action Required,None,No Immediate Action
776782,8193.75,0.24991158,Low Risk,Gold,2047.7129800245166,2047.7129800245166,No Action Required,None,No Immediate Action
154230,5340.81,0.062617995,Low Risk,Silver,334.4308130476624,334.4308130476624,No Action Required,None,No Immediate Action
776795,5860.48,0.10565882,Low Risk,Gold,619.2114117574691,619.2114117574691,No Action Required,None,No Immediate Action
113804,3173.03,0.22603048,Low Risk,Bronze,717.2015061448515,717.2015061448515,No Action Required,None,No Immediate Action
942819,7679.68,0.10894728,Low Risk,Gold,836.6802247619629,836.6802247619629,No Action Required,None,No Immediate Action
776317,2502.64,0.46353942,Medium Risk,Bronze,1160.0722979688644,1160.0722979688644,Targeted Email Campaign,None,Within 30 Days
776187,74228.52,0.11617128,Low Risk,Premium,8623.222036863865,8623.222036863865,No Action Required,None,No Immediate Action
776153,3557.2,0.8213067,Critical Risk,Bronze,2921.552212715149,2921.552212715149,Double Loyalty Points Campaign,App Notification,Within 24 Hours
776139,2694.6,0.06940169,Low Risk,Bronze,187.00979083925486,187.00979083925486,No Action Required,None,No Immediate Action
942984,4089.43,0.1976409,Low Risk,Silver,808.2386086893081,808.2386086893081,No Action Required,None,No Immediate Action
775176,5979.72,0.16907997,Low Risk,Gold,1011.0509038835764,1011.0509038835764,No Action Required,None,No Immediate Action
775185,6314.6,0.106319234,Low Risk,Gold,671.3634335964919,671.3634335964919,No Action Required,None,No Immediate Action
775193,4014.45,0.124405645,Low Risk,Silver,499.42024090401827,499.42024090401827,No Action Required,None,No Immediate Action
775304,6159.01,0.25779384,Low Risk,Gold,1587.7548615711928,1587.7548615711928,No Action Required,None,No Immediate Action
154680,2458.56,0.14970678,Low Risk,Bronze,368.06310327529906,368.06310327529906,No Action Required,None,No Immediate Action
775407,6537.05,0.8445671,Critical Risk,Gold,5520.977492287755,5520.977492287755,Free Upgrade Voucher,Email + SMS,Within 24 Hours
775440,8427.72,0.1028253,Low Risk,Gold,866.5828280907868,866.5828280907868,No Action Required,None,No Immediate Action
775170,12880.75,0.13869786,Low Risk,Premium,1786.532494008541,1786.532494008541,No Action Required,None,No Immediate Action
775520,20531.65,0.9363136,Critical Risk,Premium,19224.06372394562,19224.06372394562,Personal Relationship Manager Call,Phone Call,Within 24 Hours
154652,5335.38,0.11547837,Low Risk,Silver,616.1209676617384,616.1209676617384,No Action Required,None,No Immediate Action
775573,5926.73,0.16152368,Low Risk,Gold,957.3072687660157,957.3072687660157,No Action Required,None,No Immediate Action
775639,9404.45,0.08095184,Low Risk,Premium,761.3075287297369,761.3075287297369,No Action Required,None,No Immediate Action
942952,22103.51,0.9999306,Critical Risk,Premium,22101.976462752817,22101.976462752817,Personal Relationship Manager Call,Phone Call,Within 24 Hours
775678,7179.23,0.9450608,Critical Risk,Gold,6784.808772413134,6784.808772413134,Free Upgrade Voucher,Email + SMS,Within 24 Hours
775724,6991.25,0.50704485,Medium Risk,Gold,3544.8773200064898,3544.8773200064898,Targeted Email Campaign,None,Within 30 Days
775768,6715.59,0.021094602,Low Risk,Gold,141.66269556809218,141.66269556809218,No Action Required,None,No Immediate Action
154644,2854.27,0.093823746,Low Risk,Bronze,267.7983030579984,267.7983030579984,No Action Required,None,No Immediate Action
775562,3208.23,0.96369904,Critical Risk,Bronze,3091.7681800729038,3091.7681800729038,Double Loyalty Points Campaign,App Notification,Within 24 Hours
790341,3237.5,0.08648585,Low Risk,Bronze,279.99793235212564,279.99793235212564,No Action Required,None,No Immediate Action
773364,10656.88,0.10900012,Low Risk,Premium,1161.6011624503135,1161.6011624503135,No Action Required,None,No Immediate Action
773293,4909.84,0.16631402,Low Risk,Silver,816.575231653452,816.575231653452,No Action Required,None,No Immediate Action
943425,5254.02,0.6825992,High Risk,Silver,3586.389779942036,3586.389779942036,20% Bonus Miles Offer,Email,Within 7 Days
771307,2316.8,0.114493825,Low Risk,Bronze,265.2592926979065,265.2592926979065,No Action Required,None,No Immediate Action
771353,9033.25,0.7559868,High Risk,Premium,6829.017848998308,6829.017848998308,Priority Lounge Access,Email,Within 7 Days
771667,7078.95,0.117935546,Low Risk,Gold,834.8598315339535,834.8598315339535,No Action Required,None,No Immediate Action
771713,5441.42,0.1379107,Low Risk,Silver,750.4300079137087,750.4300079137087,No Action Required,None,No Immediate Action
155763,7519.13,0.13778952,Low Risk,Gold,1036.05729578048,1036.05729578048,No Action Required,None,No Immediate Action
771753,7590.91,0.9998827,Critical Risk,Gold,7590.019571523666,7590.019571523666,Free Upgrade Voucher,Email + SMS,Within 24 Hours
771757,8564.77,0.08952534,Low Risk,Gold,766.7639632952214,766.7639632952214,No Action Required,None,No Immediate Action
771872,3731.5,0.22729628,Low Risk,Bronze,848.156060911715,848.156060911715,No Action Required,None,No Immediate Action
771880,5284.31,0.9464229,Critical Risk,Silver,5001.191862208248,5001.191862208248,Double Loyalty Points Campaign,App Notification,Within 24 Hours
771901,2550.66,0.16759938,Low Risk,Bronze,427.4890346324444,427.4890346324444,No Action Required,None,No Immediate Action
155654,13372.33,0.3477525,Low Risk,Premium,4650.261342124343,4650.261342124343,No Action Required,None,No Immediate Action
771932,8382.63,0.86068994,Critical Risk,Gold,7214.845295550226,7214.845295550226,Free Upgrade Voucher,Email + SMS,Within 24 Hours
943393,48356.96,0.9999356,Critical Risk,Premium,48353.84711662292,48353.84711662292,Personal Relationship Manager Call,Phone Call,Within 24 Hours
771943,6940.97,0.09623681,Low Risk,Gold,667.9768117175996,667.9768117175996,No Action Required,None,No Immediate Action
155623,9540.92,0.9999325,Critical Risk,Premium,9540.276250677109,9540.276250677109,Personal Relationship Manager Call,Phone Call,Within 24 Hours
771960,13865.83,0.1088255,Low Risk,Premium,1508.9558456326276,1508.9558456326276,No Action Required,None,No Immediate Action
155791,2654.38,0.21486865,Low Risk,Bronze,570.3430467632413,570.3430467632413,No Action Required,None,No Immediate Action
771285,5267.76,0.12558791,Low Risk,Silver,661.566970961094,661.566970961094,No Action Required,None,No Immediate Action
771259,4766.65,0.21062176,Low Risk,Silver,1003.9602089457213,1003.9602089457213,No Action Required,None,No Immediate Action
155795,6889.62,0.417674,Medium Risk,Gold,2877.615178545713,2877.615178545713,Targeted Email Campaign,None,Within 30 Days
770524,9227.57,0.93945247,Critical Risk,Premium,8668.863422589899,8668.863422589899,Personal Relationship Manager Call,Phone Call,Within 24 Hours
770568,2555.85,0.63881576,High Risk,Bronze,1632.717261761427,1632.717261761427,20% Bonus Miles Offer,Email,Within 7 Days
770591,7615.38,0.17264186,Low Risk,Gold,1314.7333560678362,1314.7333560678362,No Action Required,None,No Immediate Action
155965,7582.11,0.17779154,Low Risk,Gold,1348.0349819165467,1348.0349819165467,No Action Required,None,No Immediate Action
770634,9177.95,0.17383443,Low Risk,Premium,1595.4436902172865,1595.4436902172865,No Action Required,None,No Immediate Action
770651,4594.29,0.94551617,Critical Risk,Silver,4343.975480402112,4343.975480402112,Double Loyalty Points Campaign,App Notification,Within 24 Hours
770702,5184.95,0.8968411,Critical Risk,Silver,4650.076307067275,4650.076307067275,Double Loyalty Points Campaign,App Notification,Within 24 Hours
770727,5890.53,0.76297474,High Risk,Gold,4494.325589761734,4494.325589761734,Priority Lounge Access,Email,Within 7 Days
771976,5717.22,0.8910304,Critical Risk,Silver,5094.216658769847,5094.216658769847,Double Loyalty Points Campaign,App Notification,Within 24 Hours
155964,14476.12,0.3407023,Low Risk,Premium,4932.047311086655,4932.047311086655,No Action Required,None,No Immediate Action
943460,5979.72,0.07904872,Low Risk,Gold,472.6892297923565,472.6892297923565,No Action Required,None,No Immediate Action
770759,22041.86,0.9391625,Critical Risk,Premium,20700.888182492257,20700.888182492257,Personal Relationship Manager Call,Phone Call,Within 24 Hours
770968,5745.42,0.2402602,Low Risk,Silver,1380.395750885904,1380.395750885904,No Action Required,None,No Immediate Action
155820,7247.21,0.107251756,Low Risk,Gold,777.2759978269786,777.2759978269786,No Action Required,None,No Immediate Action
771035,4016.13,0.10767356,Low Risk,Silver,432.4310268247873,432.4310268247873,No Action Required,None,No Immediate Action
771056,5791.01,0.11788736,Low Risk,Gold,682.6868970672787,682.6868970672787,No Action Required,None,No Immediate Action
771133,8152.24,0.9999387,Critical Risk,Gold,8151.740483112335,8151.740483112335,Free Upgrade Voucher,Email + SMS,Within 24 Hours
771220,2410.11,0.99988806,Critical Risk,Bronze,2409.840218256712,2409.840218256712,Double Loyalty Points Campaign,App Notification,Within 24 Hours
113694,4890.11,0.063779436,Low Risk,Silver,311.8884580314904,311.8884580314904,No Action Required,None,No Immediate Action
154981,37939.49,0.105081506,Low Risk,Premium,3986.7387488595396,3986.7387488595396,No Action Required,None,No Immediate Action
772019,8145.99,0.17001034,Low Risk,Gold,1384.902555554956,1384.902555554956,No Action Required,None,No Immediate Action
772081,9095.05,0.20791037,Low Risk,Premium,1890.9552452929317,1890.9552452929317,No Action Required,None,No Immediate Action
113755,3633.05,0.24961409,Low Risk,Bronze,906.8604686841369,906.8604686841369,No Action Required,None,No Immediate Action
943211,9555.17,0.15180369,Low Risk,Premium,1450.5100379647315,1450.5100379647315,No Action Required,None,No Immediate Action
772834,12280.77,0.13321732,Low Risk,Premium,1636.0112650470437,1636.0112650470437,No Action Required,None,No Immediate Action
155253,8629.33,0.80061615,Critical Risk,Gold,6908.78091968894,6908.78091968894,Free Upgrade Voucher,Email + SMS,Within 24 Hours
772952,2162.42,0.21159622,Low Risk,Bronze,457.55989963471893,457.55989963471893,No Action Required,None,No Immediate Action
772960,2679.69,0.11632316,Low Risk,Bronze,311.7100036494434,311.7100036494434,No Action Required,None,No Immediate Action
773012,7406.88,0.053020556,Low Risk,Gold,392.71689231455326,392.71689231455326,No Action Required,None,No Immediate Action
773019,5116.62,0.33218437,Low Risk,Silver,1699.6612133967876,1699.6612133967876,No Action Required,None,No Immediate Action
155118,18611.45,0.12700227,Low Risk,Premium,2363.696379931271,2363.696379931271,No Action Required,None,No Immediate Action
773086,4118.59,0.14360994,Low Risk,Silver,591.4704669266939,591.4704669266939,No Action Required,None,No Immediate Action
773095,6269.59,0.38985577,Low Risk,Gold,2444.2358511838315,2444.2358511838315,No Action Required,None,No Immediate Action
773112,5330.59,0.07563972,Low Risk,Silver,403.20432054020466,403.20432054020466,No Action Required,None,No Immediate Action
773219,4819.18,0.23156273,Low Risk,Silver,1115.9424947524071,1115.9424947524071,No Action Required,None,No Immediate Action
773261,5018.73,0.19932082,Low Risk,Silver,1000.337393784821,1000.337393784821,No Action Required,None,No Immediate Action
943195,15860.04,0.8994664,Critical Risk,Premium,14265.573009352685,14265.573009352685,Personal Relationship Manager Call,Phone Call,Within 24 Hours
155020,14455.86,0.7065905,High Risk,Premium,10214.372964445352,10214.372964445352,Priority Lounge Access,Email,Within 7 Days
773290,2891.27,0.15445244,Low Risk,Bronze,446.56371522784235,446.56371522784235,No Action Required,None,No Immediate Action
772827,2588.44,0.19852974,Low Risk,Bronze,513.8823078006506,513.8823078006506,No Action Required,None,No Immediate Action
772628,15769.11,0.15675187,Low Risk,Premium,2471.8374982237815,2471.8374982237815,No Action Required,None,No Immediate Action
772608,9263.18,0.92092884,Critical Risk,Premium,8530.729573843479,8530.729573843479,Personal Relationship Manager Call,Phone Call,Within 24 Hours
155348,22647.22,0.9999249,Critical Risk,Premium,22645.519151825905,22645.519151825905,Personal Relationship Manager Call,Phone Call,Within 24 Hours
155488,3842.03,0.14515503,Low Risk,Bronze,557.6899703393876,557.6899703393876,No Action Required,None,No Immediate Action
772152,3031.59,0.17990884,Low Risk,Bronze,545.4098458591104,545.4098458591104,No Action Required,None,No Immediate Action
772181,8485.33,0.19409077,Low Risk,Gold,1646.924222329706,1646.924222329706,No Action Required,None,No Immediate Action
772194,22261.02,0.1050031,Low Risk,Premium,2337.476189610064,2337.476189610064,No Action Required,None,No Immediate Action
943380,9085.2,0.25334635,Low Risk,Premium,2301.702293264866,2301.702293264866,No Action Required,None,No Immediate Action
772237,5619.69,0.07419149,Low Risk,Silver,416.9331650284677,416.9331650284677,No Action Required,None,No Immediate Action
155374,3352.94,0.15961775,Low Risk,Bronze,535.1887448436022,535.1887448436022,No Action Required,None,No Immediate Action
772362,18690.34,0.23698379,Low Risk,Premium,4429.307628161013,4429.307628161013,No Action Required,None,No Immediate Action
772025,9902.39,0.7616668,High Risk,Premium,7542.321453614234,7542.321453614234,Priority Lounge Access,Email,Within 7 Days
772370,2516.21,0.11437754,Low Risk,Bronze,287.7979183028638,287.7979183028638,No Action Required,None,No Immediate Action
943236,5620.59,0.32599357,Low Risk,Silver,1832.276186707914,1832.276186707914,No Action Required,None,No Immediate Action
772395,6052.0,0.20477644,Low Risk,Gold,1239.3069912195206,1239.3069912195206,No Action Required,None,No Immediate Action
155354,3741.57,0.08339899,Low Risk,Bronze,312.04316026054323,312.04316026054323,No Action Required,None,No Immediate Action
772397,4561.27,0.074047744,Low Risk,Silver,337.75175452530385,337.75175452530385,No Action Required,None,No Immediate Action
772437,4626.8,0.10004346,Low Risk,Silver,462.8810840904713,462.8810840904713,No Action Required,None,No Immediate Action
772438,7861.8,0.102950424,Low Risk,Gold,809.3756430566311,809.3756430566311,No Action Required,None,No Immediate Action
772484,15014.09,0.1322088,Low Risk,Premium,1984.9947372433544,1984.9947372433544,No Action Required,None,No Immediate Action
772532,5416.41,0.3788412,Low Risk,Silver,2051.9592182162405,2051.9592182162405,No Action Required,None,No Immediate Action
772381,6880.47,0.09730463,Low Risk,Gold,669.5015689940751,669.5015689940751,No Action Required,None,No Immediate Action
944506,20314.44,0.19813466,Low Risk,Premium,4024.99467713356,4024.99467713356,No Action Required,None,No Immediate Action
790346,6326.68,0.27566135,Low Risk,Gold,1744.0211453676225,1744.0211453676225,No Action Required,None,No Immediate Action
790450,6470.54,0.106557146,Low Risk,Gold,689.482273633182,689.482273633182,No Action Required,None,No Immediate Action
807970,6678.9,0.9697477,Critical Risk,Gold,6476.848061460256,6476.848061460256,Free Upgrade Voucher,Email + SMS,Within 24 Hours
114399,15994.01,0.8749346,Critical Risk,Premium,13993.712960938812,13993.712960938812,Personal Relationship Manager Call,Phone Call,Within 24 Hours
808005,4014.45,0.07961557,Low Risk,Silver,319.61272741444407,319.61272741444407,No Action Required,None,No Immediate Action
145988,9051.71,0.08308906,Low Risk,Premium,752.0980850812047,752.0980850812047,No Action Required,None,No Immediate Action
939431,16068.35,0.3560459,Low Risk,Premium,5721.070165792108,5721.070165792108,No Action Required,None,No Immediate Action
808096,22103.51,0.06808479,Low Risk,Premium,1504.9128654067217,1504.9128654067217,No Action Required,None,No Immediate Action
808206,2867.31,0.10743813,Low Risk,Bronze,308.0584307433665,308.0584307433665,No Action Required,None,No Immediate Action
808341,3808.12,0.9998827,Critical Risk,Bronze,3807.673300132751,3807.673300132751,Double Loyalty Points Campaign,App Notification,Within 24 Hours
808353,6866.09,0.17170997,Low Risk,Gold,1178.9761054439844,1178.9761054439844,No Action Required,None,No Immediate Action
145688,3600.93,0.23720449,Low Risk,Bronze,854.1567717093229,854.1567717093229,No Action Required,None,No Immediate Action
939428,14267.93,0.11311033,Low Risk,Premium,1613.8503232386709,1613.8503232386709,No Action Required,None,No Immediate Action
808392,4254.62,0.09981596,Low Risk,Silver,424.67896802738306,424.67896802738306,No Action Required,None,No Immediate Action
808399,4363.6,0.3844247,Low Risk,Silver,1677.4755617141725,1677.4755617141725,No Action Required,None,No Immediate Action
808498,3056.99,0.084463395,Low Risk,Bronze,258.20375442616637,258.20375442616637,No Action Required,None,No Immediate Action
808524,31642.1,0.080151424,Low Risk,Premium,2536.1593673989178,2536.1593673989178,No Action Required,None,No Immediate Action
808721,3839.14,0.17835037,Low Risk,Bronze,684.7120552322268,684.7120552322268,No Action Required,None,No Immediate Action
145552,8847.44,0.20439966,Low Risk,Gold,1808.413729902506,1808.413729902506,No Action Required,None,No Immediate Action
807942,16728.34,0.99993074,Critical Risk,Premium,16727.18138518095,16727.18138518095,Personal Relationship Manager Call,Phone Call,Within 24 Hours
808920,3126.27,0.16818121,Low Risk,Bronze,525.7798737511039,525.7798737511039,No Action Required,None,No Immediate Action
807902,3455.17,0.14651124,Low Risk,Bronze,506.22124730810526,506.22124730810526,No Action Required,None,No Immediate Action
807769,15483.53,0.23841378,Low Risk,Premium,3691.4869294068217,3691.4869294068217,No Action Required,None,No Immediate Action
807074,3810.24,0.9271648,Critical Risk,Bronze,3532.720380935669,3532.720380935669,Double Loyalty Points Campaign,App Notification,Within 24 Hours
146086,7057.46,0.07713996,Low Risk,Gold,544.412173204124,544.412173204124,No Action Required,None,No Immediate Action
807134,5568.95,0.1622866,Low Risk,Silver,903.7659304969012,903.7659304969012,No Action Required,None,No Immediate Action
807152,3595.31,0.1531709,Low Risk,Bronze,550.6968632899225,550.6968632899225,No Action Required,None,No Immediate Action
807211,5272.7,0.171792,Low Risk,Silver,905.8076812058687,905.8076812058687,No Action Required,None,No Immediate Action
807256,2585.44,0.07447068,Low Risk,Bronze,192.53946580290796,192.53946580290796,No Action Required,None,No Immediate Action
939474,2594.59,0.9998609,Critical Risk,Bronze,2594.2290477979186,2594.2290477979186,Double Loyalty Points Campaign,App Notification,Within 24 Hours
146067,4808.96,0.2107087,Low Risk,Silver,1013.2896747016907,1013.2896747016907,No Action Required,None,No Immediate Action
807262,2452.73,0.99992645,Critical Risk,Bronze,2452.549596480131,2452.549596480131,Double Loyalty Points Campaign,App Notification,Within 24 Hours
807289,9048.98,0.068072475,Low Risk,Premium,615.9864692862332,615.9864692862332,No Action Required,None,No Immediate Action
807297,2239.65,0.16544919,Low Risk,Bronze,370.5482720218599,370.5482720218599,No Action Required,None,No Immediate Action
807553,22207.83,0.12425487,Low Risk,Premium,2759.430972657949,2759.430972657949,No Action Required,None,No Immediate Action
939466,9035.67,0.1337699,Low Risk,Premium,1208.7006687793137,1208.7006687793137,No Action Required,None,No Immediate Action
146037,4956.25,0.11675688,Low Risk,Silver,578.6762805189937,578.6762805189937,No Action Required,None,No Immediate Action
807570,5275.06,0.062998794,Low Risk,Silver,332.3224183790386,332.3224183790386,No Action Required,None,No Immediate Action
807589,4898.96,0.075104065,Low Risk,Silver,367.93181144535544,367.93181144535544,No Action Required,None,No Immediate Action
